Solvent,Temperature (°C),Solubility (%)
"1,4-dimethylbenzene",130,47.58837343
"1,4-dimethylbenzene",125,42.88034937
"1,4-dimethylbenzene",120,38.33328494
"1,4-dimethylbenzene",115,33.99766717
"1,4-dimethylbenzene",110,29.91776320
"1,4-dimethylbenzene",105,26.12845697
"1,4-dimethylbenzene",100,22.65329474
"1,4-dimethylbenzene",95,19.50394679
"1,4-dimethylbenzene",90,16.68119370
"1,4-dimethylbenzene",85,14.17639209
"1,4-dimethylbenzene",80,11.97387921
"1,4-dimethylbenzene",75,10.05313451
"1,4-dimethylbenzene",70,8.39076117
"1,4-dimethylbenzene",65,6.96208879
"1,4-dimethylbenzene",60,5.74240805
"1,4-dimethylbenzene",55,4.70777315
"1,4-dimethylbenzene",50,3.83558939
"1,4-dimethylbenzene",45,3.10492439
"1,4-dimethylbenzene",40,2.49666557
"1,4-dimethylbenzene",35,1.99357115
"1,4-dimethylbenzene",30,1.58022691
"1,4-dimethylbenzene",25,1.24297617
"1,2-dimethylbenzene",160,76.31201460
"1,2-dimethylbenzene",155,71.54227577
"1,2-dimethylbenzene",150,66.66192728
"1,2-dimethylbenzene",145,61.69916448
"1,2-dimethylbenzene",140,56.69099175
"1,2-dimethylbenzene",135,51.68395635
"1,2-dimethylbenzene",130,46.73291529
"1,2-dimethylbenzene",125,41.89852085
"1,2-dimethylbenzene",120,37.24305170
"1,2-dimethylbenzene",115,32.82520002
"1,2-dimethylbenzene",110,28.69486094
"1,2-dimethylbenzene",105,24.88910563
"1,2-dimethylbenzene",100,21.43016696
"1,2-dimethylbenzene",95,18.32560495
"1,2-dimethylbenzene",90,15.57020107
"1,2-dimethylbenzene",85,13.14879346
"1,2-dimethylbenzene",80,11.03947016
"1,2-dimethylbenzene",75,9.21617111
"1,2-dimethylbenzene",70,7.65108795
"1,2-dimethylbenzene",65,6.31625297
"1,2-dimethylbenzene",60,5.18469215
"1,2-dimethylbenzene",55,4.23103678
"1,2-dimethylbenzene",50,3.43195549
"1,2-dimethylbenzene",45,2.76628897
"1,2-dimethylbenzene",40,2.21506444
"1,2-dimethylbenzene",35,1.76142221
"1,2-dimethylbenzene",30,1.39049571
"1,2-dimethylbenzene",25,1.08925765
